railway#built#wheels#location#objectnumber
gnr#1870#4 - 2 - 2#shildon#1975 - 7014
lswr#1874#2 - 4 - 0wt#bodmin#1978 - 7018
hebburn works#1874#0 - 4 - 0st#york#1953 - 354
ner#1874#0 - 6 - 0#york#1975 - 7009
ner#1875#2 - 4 - 0#kirkby stephen#1975 - 7004
lbscr#1880#0 - 6 - 0t#york#1975 - 7012
lbscr#1882#0 - 4 - 2#york#1975 - 7017
ner#1885#2 - 4 - 0#darlington#1975 - 7020
lyr#1889#2 - 4 - 2t#york#1976 - 7003
lnwr#1892#2 - 4 - 0#shildon#1975 - 7023
s&mr#1893#0 - 4 - 2wt#tenterden#1975 - 7010
lswr#1893#4 - 4 - 0#shildon#1975 - 7000
ner#1893#4 - 4 - 0#shildon#1975 - 7008
gnr#1893#only the tender of stirling single 1002 survives#shildon#1978 - 7122
ger#1894#2 - 4 - 0#bressingham#1975 - 7002
lswr#1897#0 - 4 - 4t#york#1978 - 7020
gwr#1897#0 - 6 - 0#swindon#1978 - 7021
tvr#1897#0 - 6 - 2t#llangollen#1978 - 7022
gnr#1898#4 - 4 - 2#bressingham#1975 - 7001
mr#1899#4 - 2 - 2#york#1978 - 7023
gnr#1899#0 - 6 - 0st#york#1980 - 7001
lswr#1899#4 - 4 - 0#bodmin#1978 - 7024
