date#visitor#score#home#attendance#record#points
february 1#pittsburgh#0 - 6#ny rangers#17250#14 - 25 - 8#36
february 4#pittsburgh#7 - 5#minnesota#11973#15 - 25 - 8#38
february 7#los angeles#1 - 3#pittsburgh#7983#16 - 25 - 8#40
february 8#minnesota#3 - 6#pittsburgh#7954#17 - 25 - 8#42
february 11#pittsburgh#1 - 7#chicago#16666#17 - 26 - 8#42
february 14#boston#3 - 0#pittsburgh#12202#17 - 27 - 8#42
february 15#pittsburgh#4 - 2#detroit#14487#18 - 27 - 8#44
february 17#philadelphia#2 - 4#pittsburgh#7494#19 - 27 - 8#46
february 19#pittsburgh#6 - 1#los angeles#5298#20 - 27 - 8#48
february 21#pittsburgh#3 - 6#oakland#6135#20 - 28 - 8#48
february 25#pittsburgh#2 - 3#montreal#16259#20 - 29 - 8#48
february 26#los angeles#0 - 1#pittsburgh#4826#21 - 29 - 8#50
february 28#oakland#2 - 3#pittsburgh#10740#22 - 29 - 8#52
